ID Loja,Valor Final
Iguatemi Campinas,9052
Rio Mar Shopping Fortaleza,8653
Center Shopping Uberlândia,7946
Shopping Midway Mall,7319
Shopping Center Interlagos,7268
Shopping União de Osasco,6960
Shopping Ibirapuera,6862
Salvador Shopping,6472
Passei das Águas Shopping,6247
Shopping Eldorado,6179
Bourbon Shopping SP,5871
Shopping Vila Velha,4893
Shopping Center Leste Aricanduva,4712
Parque Dom Pedro Shopping,4706
Iguatemi Esplanada,4223
Norte Shopping,4125
Ribeirão Shopping,3710
Shopping Barra,3676
Shopping Iguatemi Fortaleza,2806
Shopping Recife,2791
Rio Mar Recife,2647
Novo Shopping Ribeirão Preto,2327
Shopping Morumbi,2252
Palladium Shopping Curitiba,1369
