ID Loja,Valor Final
Bourbon Shopping SP,8751
Ribeirão Shopping,7984
Shopping SP Market,6671
Shopping União de Osasco,6614
Salvador Shopping,5817
Palladium Shopping Curitiba,5154
Norte Shopping,4729
Shopping Eldorado,4234
Shopping Barra,4121
Shopping Center Interlagos,4107
Passei das Águas Shopping,4107
Shopping Center Leste Aricanduva,3990
Shopping Recife,3934
Rio Mar Recife,3868
Novo Shopping Ribeirão Preto,3780
Iguatemi Campinas,3443
Iguatemi Esplanada,3381
Shopping Vila Velha,3027
Shopping Midway Mall,2719
Shopping Morumbi,2376
Parque Dom Pedro Shopping,2112
Shopping Iguatemi Fortaleza,2079
Rio Mar Shopping Fortaleza,2065
Shopping Ibirapuera,1769
Center Shopping Uberlândia,1242
