ID Loja,Valor Final
Shopping Center Leste Aricanduva,11436
Center Shopping Uberlândia,10647
Shopping Barra,10044
Passei das Águas Shopping,8074
Palladium Shopping Curitiba,6832
Shopping Midway Mall,6265
Novo Shopping Ribeirão Preto,5827
Shopping Recife,5629
Rio Mar Shopping Fortaleza,5124
Shopping União de Osasco,5039
Salvador Shopping,4945
Bourbon Shopping SP,4624
Iguatemi Campinas,4224
Shopping Morumbi,4180
Shopping Iguatemi Fortaleza,3888
Iguatemi Esplanada,3421
Parque Dom Pedro Shopping,2907
Shopping SP Market,2807
Shopping Center Interlagos,1861
Rio Mar Recife,1588
Shopping Ibirapuera,1542
Shopping Vila Velha,1352
Ribeirão Shopping,886
Norte Shopping,666
Shopping Eldorado,608
