ID Loja,Valor Final
Parque Dom Pedro Shopping,10961
Rio Mar Recife,9797
Center Shopping Uberlândia,9755
Ribeirão Shopping,8215
Shopping Vila Velha,7847
Iguatemi Campinas,6991
Shopping Center Leste Aricanduva,6091
Shopping SP Market,5740
Shopping Recife,5395
Rio Mar Shopping Fortaleza,5214
Passei das Águas Shopping,5077
Shopping Iguatemi Fortaleza,4349
Palladium Shopping Curitiba,4303
Shopping União de Osasco,4282
Shopping Center Interlagos,4229
Shopping Ibirapuera,4147
Iguatemi Esplanada,3940
Shopping Barra,3841
Salvador Shopping,3563
Shopping Morumbi,3339
Bourbon Shopping SP,3253
Shopping Eldorado,3188
Novo Shopping Ribeirão Preto,2981
Norte Shopping,2807
Shopping Midway Mall,1085
