ID Loja,Valor Final
Shopping União de Osasco,8506
Novo Shopping Ribeirão Preto,8493
Bourbon Shopping SP,7738
Shopping Vila Velha,6163
Rio Mar Recife,5978
Shopping Center Interlagos,5488
Shopping Recife,5227
Shopping Barra,5210
Iguatemi Campinas,5151
Center Shopping Uberlândia,4799
Palladium Shopping Curitiba,4708
Norte Shopping,4670
Salvador Shopping,4273
Iguatemi Esplanada,4252
Passei das Águas Shopping,4170
Rio Mar Shopping Fortaleza,3871
Parque Dom Pedro Shopping,3326
Shopping Ibirapuera,3122
Shopping Iguatemi Fortaleza,3064
Ribeirão Shopping,2983
Shopping Morumbi,2946
Shopping Midway Mall,2815
Shopping SP Market,2745
Shopping Eldorado,2403
Shopping Center Leste Aricanduva,1342
