ID Loja,Valor Final
Shopping Midway Mall,11757
Shopping Recife,8548
Passei das Águas Shopping,8460
Iguatemi Campinas,7926
Shopping União de Osasco,7537
Rio Mar Shopping Fortaleza,7145
Center Shopping Uberlândia,6128
Ribeirão Shopping,6096
Shopping SP Market,6002
Salvador Shopping,5660
Rio Mar Recife,5583
Shopping Eldorado,5319
Bourbon Shopping SP,4795
Novo Shopping Ribeirão Preto,4794
Shopping Center Interlagos,3771
Shopping Ibirapuera,3701
Iguatemi Esplanada,3297
Shopping Iguatemi Fortaleza,3105
Shopping Vila Velha,3092
Shopping Center Leste Aricanduva,2597
Norte Shopping,2417
Parque Dom Pedro Shopping,1678
Shopping Barra,1546
Palladium Shopping Curitiba,479
Shopping Morumbi,138
