ID Loja,Valor Final
Shopping Barra,13797
Iguatemi Campinas,12020
Ribeirão Shopping,9378
Palladium Shopping Curitiba,8802
Shopping Center Leste Aricanduva,8726
Bourbon Shopping SP,8562
Shopping União de Osasco,6896
Salvador Shopping,6637
Rio Mar Shopping Fortaleza,5979
Shopping Vila Velha,5887
Shopping Center Interlagos,4332
Parque Dom Pedro Shopping,3880
Norte Shopping,3852
Iguatemi Esplanada,3418
Shopping Recife,3413
Shopping SP Market,3381
Shopping Ibirapuera,3092
Novo Shopping Ribeirão Preto,2778
Rio Mar Recife,1988
Shopping Iguatemi Fortaleza,1740
Shopping Eldorado,1735
Passei das Águas Shopping,1492
Shopping Morumbi,1465
Shopping Midway Mall,1411
Center Shopping Uberlândia,448
