ID Loja,Valor Final
Shopping Center Leste Aricanduva,13241
Shopping Morumbi,10519
Shopping União de Osasco,8450
Shopping Eldorado,7316
Ribeirão Shopping,6543
Norte Shopping,5858
Shopping Ibirapuera,5857
Parque Dom Pedro Shopping,5823
Rio Mar Shopping Fortaleza,5541
Salvador Shopping,5056
Rio Mar Recife,4805
Shopping Midway Mall,4677
Palladium Shopping Curitiba,4587
Passei das Águas Shopping,4425
Shopping Barra,3929
Shopping Vila Velha,3603
Shopping SP Market,3235
Center Shopping Uberlândia,3150
Bourbon Shopping SP,2459
Novo Shopping Ribeirão Preto,2124
Shopping Center Interlagos,1933
Shopping Recife,1878
Iguatemi Esplanada,1773
Iguatemi Campinas,867
Shopping Iguatemi Fortaleza,236
