ID Loja,Valor Final
Parque Dom Pedro Shopping,13466
Shopping Barra,8964
Shopping Iguatemi Fortaleza,7475
Rio Mar Shopping Fortaleza,6925
Iguatemi Esplanada,6501
Shopping União de Osasco,6456
Shopping Ibirapuera,5606
Norte Shopping,5583
Shopping Morumbi,4887
Shopping Eldorado,4409
Passei das Águas Shopping,4390
Bourbon Shopping SP,4334
Shopping SP Market,4004
Rio Mar Recife,3987
Salvador Shopping,3918
Palladium Shopping Curitiba,3322
Shopping Midway Mall,3166
Novo Shopping Ribeirão Preto,3098
Shopping Recife,2580
Shopping Vila Velha,2557
Shopping Center Interlagos,2445
Center Shopping Uberlândia,2178
Shopping Center Leste Aricanduva,1943
Ribeirão Shopping,1149
Iguatemi Campinas,834
