ID Loja,Valor Final
Novo Shopping Ribeirão Preto,7582
Shopping SP Market,7327
Shopping Center Interlagos,7074
Salvador Shopping,6902
Iguatemi Campinas,6050
Shopping Recife,5919
Rio Mar Recife,5622
Shopping Eldorado,5478
Iguatemi Esplanada,5027
Parque Dom Pedro Shopping,4920
Shopping Iguatemi Fortaleza,4572
Shopping Center Leste Aricanduva,4485
Ribeirão Shopping,4253
Bourbon Shopping SP,3608
Center Shopping Uberlândia,3345
Shopping Barra,3247
Norte Shopping,3228
Shopping Vila Velha,2743
Shopping Midway Mall,2612
Shopping Ibirapuera,2565
Shopping União de Osasco,2384
Rio Mar Shopping Fortaleza,2378
Shopping Morumbi,1959
Passei das Águas Shopping,1835
Palladium Shopping Curitiba,1203
