ID Loja,Valor Final
Shopping Midway Mall,12423
Shopping Center Interlagos,11414
Shopping Vila Velha,9792
Shopping Recife,7901
Shopping Center Leste Aricanduva,5782
Bourbon Shopping SP,5387
Ribeirão Shopping,5249
Rio Mar Shopping Fortaleza,4933
Center Shopping Uberlândia,4711
Shopping Iguatemi Fortaleza,4493
Shopping Morumbi,4437
Shopping SP Market,3793
Shopping Ibirapuera,3653
Palladium Shopping Curitiba,3588
Iguatemi Campinas,3145
Shopping Barra,2925
Iguatemi Esplanada,2840
Shopping União de Osasco,2659
Passei das Águas Shopping,2510
Novo Shopping Ribeirão Preto,2470
Salvador Shopping,2132
Parque Dom Pedro Shopping,2007
Norte Shopping,1867
Shopping Eldorado,1600
Rio Mar Recife,943
