ID Loja,Valor Final
Palladium Shopping Curitiba,14590
Rio Mar Shopping Fortaleza,6881
Shopping Barra,6814
Norte Shopping,6400
Shopping Eldorado,6103
Ribeirão Shopping,4849
Shopping Center Leste Aricanduva,4778
Rio Mar Recife,4749
Shopping SP Market,4477
Shopping Recife,4207
Bourbon Shopping SP,3675
Novo Shopping Ribeirão Preto,3649
Shopping Ibirapuera,3631
Parque Dom Pedro Shopping,3594
Shopping Midway Mall,3528
Center Shopping Uberlândia,3501
Passei das Águas Shopping,3463
Shopping Morumbi,3125
Shopping União de Osasco,3098
Shopping Center Interlagos,2826
Salvador Shopping,2686
Iguatemi Campinas,1357
Shopping Iguatemi Fortaleza,1035
Shopping Vila Velha,845
Iguatemi Esplanada,327
