ID Loja,Valor Final
Salvador Shopping,9998
Norte Shopping,9896
Shopping Vila Velha,8471
Center Shopping Uberlândia,7991
Passei das Águas Shopping,7758
Shopping Ibirapuera,7493
Bourbon Shopping SP,6418
Shopping Center Interlagos,6349
Palladium Shopping Curitiba,6336
Shopping Recife,6295
Shopping Center Leste Aricanduva,6168
Shopping Midway Mall,5773
Shopping SP Market,5458
Shopping União de Osasco,4526
Iguatemi Esplanada,4129
Shopping Eldorado,3416
Rio Mar Recife,3323
Shopping Iguatemi Fortaleza,3238
Rio Mar Shopping Fortaleza,3069
Ribeirão Shopping,2682
Parque Dom Pedro Shopping,2647
Shopping Barra,1855
Iguatemi Campinas,1600
Shopping Morumbi,1116
Novo Shopping Ribeirão Preto,368
