ID Loja,Valor Final
Bourbon Shopping SP,13689
Parque Dom Pedro Shopping,10017
Shopping Recife,9564
Shopping Center Interlagos,7482
Shopping SP Market,7375
Shopping Ibirapuera,7193
Norte Shopping,6309
Passei das Águas Shopping,6272
Palladium Shopping Curitiba,5981
Shopping Center Leste Aricanduva,5554
Novo Shopping Ribeirão Preto,5087
Center Shopping Uberlândia,4408
Rio Mar Recife,4194
Shopping Midway Mall,4133
Shopping Vila Velha,3880
Shopping União de Osasco,3874
Shopping Morumbi,3788
Shopping Barra,3053
Shopping Iguatemi Fortaleza,2971
Ribeirão Shopping,2658
Salvador Shopping,1819
Rio Mar Shopping Fortaleza,1769
Shopping Eldorado,1742
Iguatemi Esplanada,1556
Iguatemi Campinas,933
