ID Loja,Valor Final
Shopping União de Osasco,7035
Bourbon Shopping SP,6962
Shopping Iguatemi Fortaleza,6773
Shopping Center Interlagos,6041
Passei das Águas Shopping,5964
Palladium Shopping Curitiba,5946
Shopping SP Market,5853
Salvador Shopping,5639
Norte Shopping,5251
Shopping Eldorado,4888
Parque Dom Pedro Shopping,4811
Ribeirão Shopping,4575
Shopping Center Leste Aricanduva,4497
Rio Mar Recife,4328
Shopping Vila Velha,4160
Shopping Midway Mall,3944
Iguatemi Campinas,3833
Shopping Barra,3813
Center Shopping Uberlândia,3129
Shopping Recife,2918
Rio Mar Shopping Fortaleza,2382
Novo Shopping Ribeirão Preto,2322
Shopping Ibirapuera,2316
Shopping Morumbi,1564
Iguatemi Esplanada,1437
