ID Loja,Valor Final
Shopping SP Market,13323
Palladium Shopping Curitiba,10583
Shopping Eldorado,9274
Shopping Iguatemi Fortaleza,7761
Norte Shopping,7087
Shopping Vila Velha,6553
Shopping Center Interlagos,6403
Shopping Ibirapuera,6305
Salvador Shopping,6266
Bourbon Shopping SP,6205
Iguatemi Campinas,5871
Shopping Recife,5725
Shopping União de Osasco,4892
Rio Mar Recife,4665
Novo Shopping Ribeirão Preto,3935
Passei das Águas Shopping,3626
Parque Dom Pedro Shopping,3158
Shopping Center Leste Aricanduva,3014
Ribeirão Shopping,2780
Iguatemi Esplanada,2088
Shopping Midway Mall,1924
Shopping Barra,1642
Shopping Morumbi,1575
Center Shopping Uberlândia,956
Rio Mar Shopping Fortaleza,946
