ID Loja,Valor Final
Bourbon Shopping SP,12124
Passei das Águas Shopping,11758
Shopping Ibirapuera,9610
Shopping Center Interlagos,8835
Shopping Midway Mall,8781
Rio Mar Shopping Fortaleza,7733
Iguatemi Campinas,6245
Palladium Shopping Curitiba,5398
Center Shopping Uberlândia,5337
Iguatemi Esplanada,5160
Parque Dom Pedro Shopping,4912
Norte Shopping,4340
Rio Mar Recife,4273
Ribeirão Shopping,4236
Shopping Eldorado,3728
Shopping Morumbi,3343
Shopping Recife,3170
Salvador Shopping,2994
Shopping Barra,2902
Novo Shopping Ribeirão Preto,2749
Shopping Vila Velha,2706
Shopping Iguatemi Fortaleza,1679
Shopping SP Market,988
Shopping Center Leste Aricanduva,924
Shopping União de Osasco,658
