ID Loja,Valor Final
Shopping Morumbi,11903
Shopping SP Market,7090
Rio Mar Recife,6934
Shopping Center Leste Aricanduva,6863
Palladium Shopping Curitiba,6839
Shopping Vila Velha,6003
Shopping Recife,5679
Shopping Ibirapuera,5585
Iguatemi Campinas,5499
Iguatemi Esplanada,5214
Passei das Águas Shopping,5192
Shopping Barra,5150
Ribeirão Shopping,5109
Salvador Shopping,3533
Parque Dom Pedro Shopping,3502
Shopping Iguatemi Fortaleza,2899
Shopping União de Osasco,2764
Bourbon Shopping SP,2343
Shopping Eldorado,2180
Novo Shopping Ribeirão Preto,2006
Rio Mar Shopping Fortaleza,1976
Norte Shopping,1289
Center Shopping Uberlândia,1258
Shopping Midway Mall,492
Shopping Center Interlagos,311
