ID Loja,Valor Final
Shopping Vila Velha,18722
Passei das Águas Shopping,9185
Palladium Shopping Curitiba,8610
Shopping Center Interlagos,8417
Iguatemi Campinas,7090
Bourbon Shopping SP,6554
Novo Shopping Ribeirão Preto,5414
Rio Mar Shopping Fortaleza,5051
Shopping Iguatemi Fortaleza,4691
Shopping Ibirapuera,4623
Norte Shopping,4360
Shopping Midway Mall,4019
Shopping Morumbi,3971
Salvador Shopping,3441
Center Shopping Uberlândia,3268
Shopping Center Leste Aricanduva,3257
Rio Mar Recife,2907
Shopping Eldorado,2827
Shopping Barra,2826
Iguatemi Esplanada,2091
Shopping SP Market,2035
Ribeirão Shopping,1856
Shopping União de Osasco,1731
Parque Dom Pedro Shopping,1623
Shopping Recife,1024
