ID Loja,Valor Final
Shopping Barra,8461
Passei das Águas Shopping,8199
Shopping SP Market,8011
Shopping Vila Velha,7494
Iguatemi Esplanada,7438
Salvador Shopping,6577
Shopping Center Leste Aricanduva,5894
Shopping Eldorado,5443
Shopping Morumbi,5389
Shopping Recife,5196
Rio Mar Shopping Fortaleza,5070
Novo Shopping Ribeirão Preto,5041
Shopping Iguatemi Fortaleza,4354
Palladium Shopping Curitiba,4233
Parque Dom Pedro Shopping,4001
Rio Mar Recife,3761
Iguatemi Campinas,3724
Shopping Center Interlagos,3594
Shopping Ibirapuera,2502
Bourbon Shopping SP,2124
Center Shopping Uberlândia,2107
Ribeirão Shopping,1992
Norte Shopping,1893
Shopping União de Osasco,1825
Shopping Midway Mall,336
