ID Loja,Valor Final
Rio Mar Shopping Fortaleza,11072
Ribeirão Shopping,7917
Shopping Ibirapuera,7905
Shopping Center Interlagos,7177
Shopping Iguatemi Fortaleza,6320
Shopping SP Market,5837
Iguatemi Campinas,5762
Shopping Vila Velha,5308
Shopping Eldorado,4813
Shopping União de Osasco,4621
Novo Shopping Ribeirão Preto,4437
Shopping Barra,4313
Passei das Águas Shopping,4219
Palladium Shopping Curitiba,4057
Shopping Recife,3942
Iguatemi Esplanada,3775
Shopping Midway Mall,3573
Bourbon Shopping SP,3343
Salvador Shopping,2843
Rio Mar Recife,2659
Norte Shopping,2593
Parque Dom Pedro Shopping,2227
Center Shopping Uberlândia,1981
Shopping Center Leste Aricanduva,1310
Shopping Morumbi,894
