ID Loja,Valor Final
Novo Shopping Ribeirão Preto,9453
Shopping SP Market,8124
Passei das Águas Shopping,7043
Shopping Barra,6652
Parque Dom Pedro Shopping,6408
Shopping União de Osasco,6006
Bourbon Shopping SP,5997
Shopping Recife,5813
Iguatemi Esplanada,5490
Shopping Center Interlagos,5431
Shopping Eldorado,5189
Shopping Vila Velha,4644
Rio Mar Recife,4488
Center Shopping Uberlândia,4191
Norte Shopping,4052
Iguatemi Campinas,3904
Shopping Midway Mall,3730
Shopping Morumbi,3497
Shopping Iguatemi Fortaleza,3191
Palladium Shopping Curitiba,3027
Shopping Center Leste Aricanduva,2702
Rio Mar Shopping Fortaleza,2575
Ribeirão Shopping,2052
Salvador Shopping,2043
Shopping Ibirapuera,1600
