ID Loja,Valor Final
Shopping Recife,11166
Center Shopping Uberlândia,9820
Rio Mar Shopping Fortaleza,6994
Iguatemi Campinas,5844
Shopping Eldorado,5585
Shopping SP Market,5356
Palladium Shopping Curitiba,5354
Shopping Iguatemi Fortaleza,5032
Salvador Shopping,4915
Rio Mar Recife,4858
Shopping Ibirapuera,4780
Shopping Morumbi,4746
Shopping Vila Velha,4150
Shopping Midway Mall,3754
Shopping Center Interlagos,3528
Novo Shopping Ribeirão Preto,3449
Iguatemi Esplanada,3091
Passei das Águas Shopping,3040
Parque Dom Pedro Shopping,2885
Shopping Center Leste Aricanduva,2869
Shopping União de Osasco,2427
Ribeirão Shopping,2379
Shopping Barra,1960
Bourbon Shopping SP,1504
Norte Shopping,1132
