ID Loja,Valor Final
Palladium Shopping Curitiba,11066
Shopping Midway Mall,9674
Shopping Center Interlagos,7905
Shopping Iguatemi Fortaleza,6894
Novo Shopping Ribeirão Preto,6496
Rio Mar Recife,6060
Iguatemi Esplanada,5937
Shopping Barra,5799
Iguatemi Campinas,5513
Bourbon Shopping SP,4593
Rio Mar Shopping Fortaleza,4496
Shopping União de Osasco,4356
Ribeirão Shopping,4211
Shopping Eldorado,4013
Shopping Vila Velha,3426
Shopping Center Leste Aricanduva,3211
Shopping Ibirapuera,3189
Shopping SP Market,2531
Shopping Recife,2456
Passei das Águas Shopping,2349
Center Shopping Uberlândia,2331
Shopping Morumbi,2035
Salvador Shopping,1318
Norte Shopping,731
Parque Dom Pedro Shopping,597
