ID Loja,Valor Final
Norte Shopping,9549
Shopping SP Market,8959
Shopping Ibirapuera,8092
Novo Shopping Ribeirão Preto,7626
Iguatemi Esplanada,7019
Passei das Águas Shopping,6624
Palladium Shopping Curitiba,6241
Bourbon Shopping SP,5678
Shopping Iguatemi Fortaleza,5393
Rio Mar Shopping Fortaleza,5368
Salvador Shopping,5047
Shopping Barra,4762
Parque Dom Pedro Shopping,4641
Shopping Midway Mall,4359
Iguatemi Campinas,3461
Shopping Eldorado,3378
Ribeirão Shopping,3359
Shopping Recife,2931
Shopping Center Leste Aricanduva,2785
Center Shopping Uberlândia,2696
Shopping Morumbi,2674
Shopping Vila Velha,1843
Shopping Center Interlagos,1351
Shopping União de Osasco,510
Rio Mar Recife,250
