ID Loja,Valor Final
Shopping Iguatemi Fortaleza,12132
Shopping Barra,8608
Ribeirão Shopping,7816
Iguatemi Campinas,7003
Palladium Shopping Curitiba,6815
Rio Mar Recife,6799
Center Shopping Uberlândia,6743
Shopping Eldorado,5915
Shopping Recife,5788
Salvador Shopping,4700
Shopping Ibirapuera,4191
Shopping Vila Velha,3719
Shopping União de Osasco,3522
Shopping Center Interlagos,3514
Shopping Morumbi,3402
Bourbon Shopping SP,3003
Iguatemi Esplanada,2729
Shopping SP Market,2476
Norte Shopping,2423
Shopping Center Leste Aricanduva,2176
Novo Shopping Ribeirão Preto,1967
Passei das Águas Shopping,1889
Rio Mar Shopping Fortaleza,1698
Parque Dom Pedro Shopping,995
Shopping Midway Mall,73
