ID Loja,Valor Final
Shopping Morumbi,11207
Shopping Center Interlagos,9661
Rio Mar Recife,9456
Ribeirão Shopping,9147
Iguatemi Campinas,7519
Shopping Recife,6678
Rio Mar Shopping Fortaleza,6590
Parque Dom Pedro Shopping,6513
Palladium Shopping Curitiba,6101
Shopping Ibirapuera,5498
Shopping Barra,4443
Norte Shopping,3997
Shopping União de Osasco,3776
Center Shopping Uberlândia,3628
Passei das Águas Shopping,3236
Shopping Midway Mall,3152
Shopping Center Leste Aricanduva,2813
Iguatemi Esplanada,2771
Shopping Vila Velha,2389
Shopping Iguatemi Fortaleza,2190
Shopping Eldorado,2136
Salvador Shopping,1844
Bourbon Shopping SP,1759
Shopping SP Market,1056
Novo Shopping Ribeirão Preto,993
