ID Loja,Valor Final
Bourbon Shopping SP,9453
Novo Shopping Ribeirão Preto,9443
Shopping Center Interlagos,8767
Salvador Shopping,8737
Rio Mar Shopping Fortaleza,8495
Shopping Barra,6429
Parque Dom Pedro Shopping,6120
Palladium Shopping Curitiba,5685
Shopping Center Leste Aricanduva,5059
Shopping União de Osasco,4526
Shopping Midway Mall,4417
Shopping Eldorado,4333
Shopping SP Market,4221
Center Shopping Uberlândia,3707
Rio Mar Recife,3662
Ribeirão Shopping,2745
Norte Shopping,2743
Shopping Iguatemi Fortaleza,2666
Shopping Ibirapuera,2544
Iguatemi Esplanada,2238
Shopping Morumbi,2113
Passei das Águas Shopping,1958
Shopping Vila Velha,1558
Iguatemi Campinas,1026
Shopping Recife,407
