ID Loja,Valor Final
Passei das Águas Shopping,13337
Parque Dom Pedro Shopping,8019
Shopping União de Osasco,7418
Shopping Ibirapuera,7138
Shopping Midway Mall,6307
Palladium Shopping Curitiba,6160
Novo Shopping Ribeirão Preto,5813
Shopping SP Market,5332
Shopping Center Interlagos,5266
Shopping Eldorado,5209
Iguatemi Campinas,4861
Norte Shopping,4587
Rio Mar Recife,4412
Ribeirão Shopping,4194
Bourbon Shopping SP,4059
Shopping Recife,4057
Center Shopping Uberlândia,3491
Shopping Iguatemi Fortaleza,2996
Shopping Morumbi,2897
Shopping Vila Velha,2790
Shopping Barra,2332
Iguatemi Esplanada,1871
Salvador Shopping,926
Rio Mar Shopping Fortaleza,596
Shopping Center Leste Aricanduva,485
