ID Loja,Valor Final
Shopping Center Interlagos,11756
Shopping Eldorado,8276
Salvador Shopping,7503
Shopping Iguatemi Fortaleza,7424
Shopping Barra,7277
Shopping SP Market,7234
Norte Shopping,7159
Shopping União de Osasco,6459
Shopping Vila Velha,6420
Shopping Recife,5264
Palladium Shopping Curitiba,4315
Shopping Ibirapuera,4300
Iguatemi Campinas,3796
Center Shopping Uberlândia,3666
Shopping Midway Mall,3616
Iguatemi Esplanada,3532
Rio Mar Shopping Fortaleza,3532
Rio Mar Recife,3213
Parque Dom Pedro Shopping,2910
Bourbon Shopping SP,2840
Ribeirão Shopping,2251
Shopping Morumbi,2057
Shopping Center Leste Aricanduva,1675
Passei das Águas Shopping,1077
Novo Shopping Ribeirão Preto,714
