ID Loja,Valor Final
Shopping Morumbi,15671
Shopping Recife,11255
Salvador Shopping,8433
Shopping SP Market,7967
Bourbon Shopping SP,7194
Shopping Iguatemi Fortaleza,6394
Norte Shopping,6362
Palladium Shopping Curitiba,6234
Shopping União de Osasco,6072
Iguatemi Campinas,5854
Shopping Eldorado,5657
Rio Mar Recife,5527
Passei das Águas Shopping,4944
Center Shopping Uberlândia,4751
Shopping Center Interlagos,3946
Ribeirão Shopping,3504
Shopping Barra,3419
Shopping Midway Mall,3212
Novo Shopping Ribeirão Preto,2976
Parque Dom Pedro Shopping,2667
Shopping Ibirapuera,2200
Shopping Vila Velha,2158
Iguatemi Esplanada,2071
Shopping Center Leste Aricanduva,1622
Rio Mar Shopping Fortaleza,1521
