ID Loja,Valor Final
Shopping Vila Velha,10833
Shopping Morumbi,8335
Shopping SP Market,8152
Shopping Recife,7942
Shopping Ibirapuera,6057
Shopping Center Leste Aricanduva,5728
Shopping Iguatemi Fortaleza,5336
Shopping União de Osasco,4908
Parque Dom Pedro Shopping,4203
Palladium Shopping Curitiba,4192
Passei das Águas Shopping,4165
Center Shopping Uberlândia,4131
Novo Shopping Ribeirão Preto,3981
Shopping Center Interlagos,3560
Iguatemi Campinas,3363
Bourbon Shopping SP,3311
Rio Mar Shopping Fortaleza,3189
Norte Shopping,3039
Shopping Barra,2951
Shopping Eldorado,2403
Shopping Midway Mall,1979
Rio Mar Recife,1281
Salvador Shopping,1175
Ribeirão Shopping,514
Iguatemi Esplanada,490
