ID Loja,Valor Final
Rio Mar Shopping Fortaleza,8046
Rio Mar Recife,7768
Palladium Shopping Curitiba,7291
Center Shopping Uberlândia,6738
Shopping Barra,6480
Passei das Águas Shopping,6408
Shopping União de Osasco,5925
Shopping Ibirapuera,5745
Shopping Morumbi,5435
Parque Dom Pedro Shopping,5380
Shopping Vila Velha,5190
Shopping Recife,5143
Iguatemi Campinas,4999
Iguatemi Esplanada,4657
Salvador Shopping,4558
Ribeirão Shopping,4052
Shopping Iguatemi Fortaleza,3575
Shopping Center Interlagos,3384
Bourbon Shopping SP,3062
Shopping Midway Mall,2481
Shopping SP Market,2079
Shopping Center Leste Aricanduva,1788
Novo Shopping Ribeirão Preto,1629
Shopping Eldorado,1046
Norte Shopping,330
