ID Loja,Valor Final
Shopping Recife,11268
Shopping Center Interlagos,11052
Shopping SP Market,10476
Shopping União de Osasco,8987
Center Shopping Uberlândia,7454
Shopping Ibirapuera,6298
Salvador Shopping,6066
Novo Shopping Ribeirão Preto,5871
Ribeirão Shopping,5121
Shopping Midway Mall,4559
Iguatemi Esplanada,3991
Passei das Águas Shopping,3718
Bourbon Shopping SP,3429
Shopping Eldorado,3292
Shopping Iguatemi Fortaleza,3181
Iguatemi Campinas,2971
Shopping Barra,2536
Norte Shopping,2164
Palladium Shopping Curitiba,1954
Shopping Morumbi,1923
Shopping Center Leste Aricanduva,1747
Shopping Vila Velha,1726
Rio Mar Recife,1520
Parque Dom Pedro Shopping,1495
Rio Mar Shopping Fortaleza,1019
