ID Loja,Valor Final
Shopping Barra,9241
Shopping Midway Mall,6625
Shopping União de Osasco,6623
Shopping SP Market,6408
Shopping Iguatemi Fortaleza,6261
Shopping Center Leste Aricanduva,5589
Bourbon Shopping SP,5347
Norte Shopping,5345
Shopping Vila Velha,5329
Center Shopping Uberlândia,5076
Shopping Eldorado,5041
Rio Mar Recife,4815
Ribeirão Shopping,4708
Novo Shopping Ribeirão Preto,4438
Rio Mar Shopping Fortaleza,4396
Shopping Morumbi,3669
Iguatemi Esplanada,3621
Parque Dom Pedro Shopping,3439
Shopping Center Interlagos,3422
Shopping Recife,3371
Palladium Shopping Curitiba,3037
Iguatemi Campinas,2355
Salvador Shopping,1584
Passei das Águas Shopping,1451
Shopping Ibirapuera,303
