ID Loja,Valor Final
Shopping Morumbi,11893
Passei das Águas Shopping,10768
Rio Mar Shopping Fortaleza,10655
Iguatemi Esplanada,10409
Iguatemi Campinas,7005
Shopping Barra,6807
Shopping Center Interlagos,6030
Shopping União de Osasco,5556
Shopping Eldorado,5369
Shopping Vila Velha,5321
Parque Dom Pedro Shopping,4717
Shopping Center Leste Aricanduva,4461
Palladium Shopping Curitiba,4253
Shopping Recife,4245
Center Shopping Uberlândia,3934
Shopping Midway Mall,3317
Shopping Iguatemi Fortaleza,3166
Shopping SP Market,3041
Ribeirão Shopping,2939
Norte Shopping,2902
Bourbon Shopping SP,2591
Novo Shopping Ribeirão Preto,2006
Salvador Shopping,1900
Rio Mar Recife,1512
Shopping Ibirapuera,864
