ID Loja,Valor Final
Rio Mar Recife,11203
Novo Shopping Ribeirão Preto,10140
Ribeirão Shopping,9472
Shopping Midway Mall,9268
Shopping Recife,6458
Shopping Barra,6438
Shopping Morumbi,6405
Iguatemi Campinas,6327
Shopping Center Interlagos,6051
Parque Dom Pedro Shopping,5848
Shopping Center Leste Aricanduva,5078
Rio Mar Shopping Fortaleza,4804
Passei das Águas Shopping,4527
Shopping SP Market,4098
Bourbon Shopping SP,3212
Shopping Iguatemi Fortaleza,3052
Shopping Vila Velha,2957
Shopping Ibirapuera,2901
Shopping Eldorado,2827
Center Shopping Uberlândia,2753
Palladium Shopping Curitiba,2665
Salvador Shopping,2354
Shopping União de Osasco,2200
Iguatemi Esplanada,2200
Norte Shopping,1543
