ID Loja,Valor Final
Shopping Barra,10181
Rio Mar Recife,8358
Shopping Ibirapuera,7085
Shopping Eldorado,6549
Shopping Midway Mall,6033
Shopping União de Osasco,5981
Shopping Iguatemi Fortaleza,5580
Shopping Center Leste Aricanduva,5323
Shopping Morumbi,5321
Shopping Vila Velha,5192
Parque Dom Pedro Shopping,5142
Salvador Shopping,4676
Shopping SP Market,4377
Ribeirão Shopping,4366
Rio Mar Shopping Fortaleza,3784
Center Shopping Uberlândia,3583
Palladium Shopping Curitiba,3479
Iguatemi Esplanada,3468
Iguatemi Campinas,2838
Novo Shopping Ribeirão Preto,2633
Shopping Recife,2420
Norte Shopping,2379
Shopping Center Interlagos,2193
Bourbon Shopping SP,1464
Passei das Águas Shopping,1372
