ID Loja,Valor Final
Shopping Center Interlagos,12964
Iguatemi Campinas,9365
Shopping Vila Velha,8528
Shopping Center Leste Aricanduva,6603
Ribeirão Shopping,6247
Iguatemi Esplanada,6201
Shopping Barra,6017
Bourbon Shopping SP,5214
Parque Dom Pedro Shopping,5146
Salvador Shopping,5014
Passei das Águas Shopping,4815
Center Shopping Uberlândia,4423
Rio Mar Recife,4024
Shopping Eldorado,3966
Shopping Iguatemi Fortaleza,3845
Palladium Shopping Curitiba,3754
Shopping Recife,3088
Norte Shopping,2865
Shopping SP Market,2829
Rio Mar Shopping Fortaleza,2105
Novo Shopping Ribeirão Preto,2041
Shopping Midway Mall,1757
Shopping União de Osasco,1136
Shopping Ibirapuera,981
Shopping Morumbi,87
