ID Loja,Valor Final
Parque Dom Pedro Shopping,10057
Iguatemi Campinas,9383
Passei das Águas Shopping,8725
Novo Shopping Ribeirão Preto,7881
Palladium Shopping Curitiba,7177
Shopping Recife,6589
Norte Shopping,6214
Shopping União de Osasco,5299
Iguatemi Esplanada,5128
Shopping Center Interlagos,4789
Shopping Barra,4670
Center Shopping Uberlândia,4583
Rio Mar Recife,4566
Rio Mar Shopping Fortaleza,4501
Shopping Eldorado,4490
Shopping Center Leste Aricanduva,4352
Ribeirão Shopping,4260
Shopping Vila Velha,3813
Shopping Iguatemi Fortaleza,3401
Bourbon Shopping SP,2316
Shopping Morumbi,2277
Shopping SP Market,1802
Salvador Shopping,1622
Shopping Midway Mall,1278
Shopping Ibirapuera,1254
