ID Loja,Valor Final
Shopping Vila Velha,8250
Rio Mar Shopping Fortaleza,8217
Shopping União de Osasco,6791
Shopping Barra,6657
Shopping Iguatemi Fortaleza,6458
Passei das Águas Shopping,5908
Novo Shopping Ribeirão Preto,5719
Ribeirão Shopping,5433
Shopping Center Leste Aricanduva,5328
Iguatemi Campinas,5281
Shopping Recife,5163
Palladium Shopping Curitiba,5023
Shopping Center Interlagos,4545
Shopping Ibirapuera,4333
Norte Shopping,3883
Shopping Morumbi,3520
Rio Mar Recife,3519
Center Shopping Uberlândia,3462
Iguatemi Esplanada,3300
Shopping Eldorado,3133
Shopping Midway Mall,2960
Bourbon Shopping SP,1821
Parque Dom Pedro Shopping,1813
Salvador Shopping,1043
Shopping SP Market,216
