ID Loja,Valor Final
Bourbon Shopping SP,9679
Shopping Barra,7857
Shopping Iguatemi Fortaleza,7757
Shopping Eldorado,7570
Shopping Morumbi,7522
Ribeirão Shopping,7139
Center Shopping Uberlândia,6885
Shopping Recife,6466
Shopping União de Osasco,5729
Salvador Shopping,5708
Iguatemi Esplanada,5213
Shopping SP Market,4646
Palladium Shopping Curitiba,4465
Shopping Center Leste Aricanduva,4456
Rio Mar Recife,4454
Rio Mar Shopping Fortaleza,4378
Passei das Águas Shopping,4306
Parque Dom Pedro Shopping,4248
Shopping Vila Velha,3023
Novo Shopping Ribeirão Preto,3012
Shopping Midway Mall,2672
Iguatemi Campinas,2514
Norte Shopping,1968
Shopping Center Interlagos,1750
Shopping Ibirapuera,1407
