ID Loja,Valor Final
Palladium Shopping Curitiba,12781
Norte Shopping,9924
Shopping Vila Velha,8330
Rio Mar Recife,7564
Passei das Águas Shopping,7075
Parque Dom Pedro Shopping,6974
Shopping União de Osasco,6957
Iguatemi Campinas,6314
Shopping Ibirapuera,6216
Shopping Center Leste Aricanduva,5692
Shopping Eldorado,5552
Center Shopping Uberlândia,4848
Shopping Midway Mall,4381
Shopping Recife,4118
Rio Mar Shopping Fortaleza,3850
Ribeirão Shopping,3719
Novo Shopping Ribeirão Preto,3703
Shopping SP Market,2988
Iguatemi Esplanada,2530
Shopping Morumbi,2011
Shopping Barra,1513
Shopping Center Interlagos,1308
Salvador Shopping,795
Shopping Iguatemi Fortaleza,563
