ID Loja,Valor Final
Iguatemi Campinas,8560
Shopping Morumbi,8541
Bourbon Shopping SP,8005
Shopping Center Leste Aricanduva,7739
Center Shopping Uberlândia,7195
Shopping SP Market,6741
Novo Shopping Ribeirão Preto,6560
Shopping Barra,5965
Shopping Midway Mall,5922
Palladium Shopping Curitiba,5391
Shopping Iguatemi Fortaleza,5321
Norte Shopping,5027
Rio Mar Shopping Fortaleza,4399
Shopping Recife,4282
Shopping Eldorado,4072
Ribeirão Shopping,3943
Passei das Águas Shopping,3300
Shopping Ibirapuera,2886
Iguatemi Esplanada,2835
Shopping Vila Velha,2197
Salvador Shopping,1999
Rio Mar Recife,1878
Shopping Center Interlagos,1870
Parque Dom Pedro Shopping,1786
Shopping União de Osasco,1643
