ID Loja,Valor Final
Shopping Iguatemi Fortaleza,9528
Parque Dom Pedro Shopping,7511
Iguatemi Esplanada,7508
Shopping Center Leste Aricanduva,7310
Shopping Midway Mall,7270
Salvador Shopping,6980
Shopping Morumbi,6673
Shopping Eldorado,6367
Shopping Center Interlagos,6273
Norte Shopping,6190
Shopping Barra,5131
Shopping Recife,5021
Iguatemi Campinas,4168
Center Shopping Uberlândia,3986
Novo Shopping Ribeirão Preto,3812
Shopping SP Market,3519
Bourbon Shopping SP,3054
Passei das Águas Shopping,2796
Shopping União de Osasco,2752
Rio Mar Shopping Fortaleza,2675
Shopping Vila Velha,2217
Ribeirão Shopping,2065
Palladium Shopping Curitiba,1726
Shopping Ibirapuera,1626
Rio Mar Recife,1454
