ID Loja,Valor Final
Shopping Barra,9125
Passei das Águas Shopping,8395
Parque Dom Pedro Shopping,7325
Shopping Vila Velha,7288
Novo Shopping Ribeirão Preto,6910
Norte Shopping,6668
Rio Mar Recife,6006
Salvador Shopping,5434
Shopping Center Interlagos,5236
Rio Mar Shopping Fortaleza,5103
Iguatemi Campinas,4891
Shopping Iguatemi Fortaleza,4633
Shopping Eldorado,4549
Shopping Ibirapuera,4483
Shopping União de Osasco,3926
Shopping Morumbi,3407
Shopping Midway Mall,3397
Palladium Shopping Curitiba,3152
Bourbon Shopping SP,3072
Shopping Recife,2904
Shopping Center Leste Aricanduva,2754
Iguatemi Esplanada,2690
Ribeirão Shopping,2346
Center Shopping Uberlândia,1960
Shopping SP Market,1867
