ID Loja,Valor Final
Palladium Shopping Curitiba,12851
Center Shopping Uberlândia,8796
Shopping Midway Mall,8496
Rio Mar Recife,7115
Shopping Center Leste Aricanduva,6939
Shopping União de Osasco,6473
Parque Dom Pedro Shopping,6143
Rio Mar Shopping Fortaleza,5280
Ribeirão Shopping,5032
Iguatemi Campinas,4874
Shopping Recife,3985
Shopping Morumbi,3769
Shopping Eldorado,3716
Passei das Águas Shopping,3631
Salvador Shopping,3287
Shopping Barra,3168
Norte Shopping,3030
Shopping SP Market,2669
Shopping Vila Velha,2483
Bourbon Shopping SP,1957
Shopping Iguatemi Fortaleza,1300
Shopping Center Interlagos,1179
Iguatemi Esplanada,826
Shopping Ibirapuera,734
Novo Shopping Ribeirão Preto,458
