ID Loja,Valor Final
Rio Mar Shopping Fortaleza,9053
Passei das Águas Shopping,8080
Iguatemi Campinas,7379
Ribeirão Shopping,7241
Iguatemi Esplanada,6317
Shopping Morumbi,5756
Shopping Center Interlagos,5508
Shopping SP Market,5111
Norte Shopping,5079
Salvador Shopping,5055
Shopping Vila Velha,4762
Shopping Barra,4441
Shopping Center Leste Aricanduva,4006
Shopping Iguatemi Fortaleza,3599
Shopping Midway Mall,3342
Shopping Ibirapuera,3307
Parque Dom Pedro Shopping,3303
Shopping União de Osasco,2557
Rio Mar Recife,2333
Bourbon Shopping SP,2329
Center Shopping Uberlândia,2253
Shopping Recife,1587
Palladium Shopping Curitiba,1403
Shopping Eldorado,770
Novo Shopping Ribeirão Preto,638
