ID Loja,Valor Final
Shopping União de Osasco,9536
Rio Mar Recife,8586
Iguatemi Esplanada,8350
Palladium Shopping Curitiba,8209
Shopping Vila Velha,7883
Shopping Recife,7344
Passei das Águas Shopping,6754
Parque Dom Pedro Shopping,6456
Iguatemi Campinas,6241
Shopping Iguatemi Fortaleza,5991
Rio Mar Shopping Fortaleza,5686
Salvador Shopping,5624
Shopping Barra,5201
Shopping Ibirapuera,4986
Norte Shopping,4706
Novo Shopping Ribeirão Preto,4477
Shopping Midway Mall,3819
Ribeirão Shopping,3526
Center Shopping Uberlândia,3366
Bourbon Shopping SP,3325
Shopping Eldorado,2816
Shopping Center Interlagos,2716
Shopping Center Leste Aricanduva,2625
Shopping Morumbi,1802
Shopping SP Market,886
