ID Loja,Valor Final
Shopping União de Osasco,14749
Shopping Eldorado,10173
Shopping SP Market,6479
Bourbon Shopping SP,6400
Parque Dom Pedro Shopping,5617
Shopping Center Leste Aricanduva,5544
Shopping Recife,4849
Rio Mar Shopping Fortaleza,4683
Iguatemi Esplanada,4509
Shopping Ibirapuera,4403
Shopping Iguatemi Fortaleza,4048
Shopping Barra,4037
Passei das Águas Shopping,3705
Shopping Vila Velha,3321
Palladium Shopping Curitiba,3194
Salvador Shopping,2974
Novo Shopping Ribeirão Preto,2860
Ribeirão Shopping,2859
Center Shopping Uberlândia,2135
Rio Mar Recife,2027
Norte Shopping,1825
Shopping Morumbi,1593
Shopping Center Interlagos,1541
Shopping Midway Mall,1226
Iguatemi Campinas,1028
