ID Loja,Valor Final
Rio Mar Shopping Fortaleza,10072
Iguatemi Esplanada,9009
Shopping Center Leste Aricanduva,8779
Bourbon Shopping SP,7567
Palladium Shopping Curitiba,7134
Parque Dom Pedro Shopping,6618
Shopping Iguatemi Fortaleza,6207
Shopping Barra,5807
Center Shopping Uberlândia,5138
Shopping Midway Mall,4824
Shopping Vila Velha,4742
Novo Shopping Ribeirão Preto,4206
Shopping Ibirapuera,3964
Shopping SP Market,3964
Iguatemi Campinas,3593
Ribeirão Shopping,3451
Shopping União de Osasco,2913
Shopping Recife,2777
Rio Mar Recife,2773
Shopping Morumbi,2701
Shopping Center Interlagos,1256
Salvador Shopping,572
Passei das Águas Shopping,394
Norte Shopping,116
