ID Loja,Valor Final
Iguatemi Esplanada,14951
Shopping Recife,12233
Ribeirão Shopping,9321
Shopping União de Osasco,8843
Shopping Midway Mall,7901
Center Shopping Uberlândia,7321
Shopping Iguatemi Fortaleza,5952
Shopping Morumbi,5880
Shopping Ibirapuera,5288
Shopping Barra,4822
Norte Shopping,4566
Shopping Center Leste Aricanduva,4309
Shopping SP Market,3715
Salvador Shopping,3676
Rio Mar Recife,3551
Passei das Águas Shopping,3329
Palladium Shopping Curitiba,3274
Shopping Vila Velha,2909
Shopping Center Interlagos,2749
Parque Dom Pedro Shopping,2458
Bourbon Shopping SP,1908
Iguatemi Campinas,1549
Novo Shopping Ribeirão Preto,1265
Shopping Eldorado,960
Rio Mar Shopping Fortaleza,37
