ID Loja,Valor Final
Shopping Vila Velha,9653
Norte Shopping,8698
Iguatemi Esplanada,7901
Rio Mar Recife,7824
Center Shopping Uberlândia,7789
Palladium Shopping Curitiba,7729
Iguatemi Campinas,6909
Passei das Águas Shopping,6471
Shopping SP Market,6368
Shopping Eldorado,5863
Shopping União de Osasco,5854
Novo Shopping Ribeirão Preto,5783
Shopping Morumbi,4926
Shopping Ibirapuera,4823
Rio Mar Shopping Fortaleza,4455
Shopping Center Interlagos,3986
Bourbon Shopping SP,3941
Shopping Recife,2512
Parque Dom Pedro Shopping,2347
Shopping Midway Mall,2267
Shopping Barra,1720
Shopping Iguatemi Fortaleza,1682
Ribeirão Shopping,1592
Shopping Center Leste Aricanduva,542
Salvador Shopping,370
