ID Loja,Valor Final
Palladium Shopping Curitiba,9481
Ribeirão Shopping,9057
Shopping Ibirapuera,8559
Shopping Eldorado,7726
Passei das Águas Shopping,5632
Rio Mar Shopping Fortaleza,5600
Shopping Iguatemi Fortaleza,5429
Norte Shopping,5333
Bourbon Shopping SP,5331
Salvador Shopping,5316
Shopping Center Interlagos,4645
Shopping Barra,4599
Iguatemi Campinas,3924
Novo Shopping Ribeirão Preto,3555
Iguatemi Esplanada,2839
Parque Dom Pedro Shopping,2700
Shopping União de Osasco,2547
Shopping Morumbi,2432
Shopping SP Market,2341
Shopping Center Leste Aricanduva,2307
Shopping Vila Velha,2298
Center Shopping Uberlândia,1994
Shopping Midway Mall,1644
Shopping Recife,1398
Rio Mar Recife,1354
