ID Loja,Valor Final
Shopping Morumbi,8857
Center Shopping Uberlândia,8197
Rio Mar Recife,8101
Shopping SP Market,6002
Passei das Águas Shopping,5946
Parque Dom Pedro Shopping,5389
Shopping Iguatemi Fortaleza,5324
Iguatemi Esplanada,5310
Shopping Ibirapuera,5171
Novo Shopping Ribeirão Preto,4956
Bourbon Shopping SP,4831
Norte Shopping,4795
Shopping União de Osasco,3645
Rio Mar Shopping Fortaleza,3641
Shopping Vila Velha,3531
Shopping Center Leste Aricanduva,3529
Palladium Shopping Curitiba,3506
Shopping Center Interlagos,3100
Shopping Barra,2353
Iguatemi Campinas,2350
Shopping Recife,2339
Salvador Shopping,2307
Ribeirão Shopping,2159
Shopping Midway Mall,1755
Shopping Eldorado,1269
