ID Loja,Valor Final
Center Shopping Uberlândia,8779
Norte Shopping,8510
Shopping Barra,8180
Passei das Águas Shopping,8120
Shopping Center Leste Aricanduva,6524
Bourbon Shopping SP,6474
Shopping Center Interlagos,6333
Rio Mar Shopping Fortaleza,5910
Shopping Morumbi,5896
Shopping SP Market,5689
Shopping Iguatemi Fortaleza,5406
Iguatemi Campinas,5301
Ribeirão Shopping,5234
Salvador Shopping,5135
Rio Mar Recife,3918
Shopping Midway Mall,3664
Palladium Shopping Curitiba,3530
Shopping Eldorado,3451
Novo Shopping Ribeirão Preto,3300
Shopping Vila Velha,3130
Shopping Ibirapuera,3083
Iguatemi Esplanada,2415
Shopping Recife,2079
Shopping União de Osasco,2009
Parque Dom Pedro Shopping,1764
