ID Loja,Valor Final
Shopping Ibirapuera,10693
Shopping Recife,10504
Shopping Center Interlagos,9767
Shopping Vila Velha,8359
Ribeirão Shopping,7418
Center Shopping Uberlândia,7005
Salvador Shopping,6744
Shopping Iguatemi Fortaleza,6695
Shopping União de Osasco,6303
Iguatemi Esplanada,6102
Iguatemi Campinas,5375
Shopping Barra,5323
Norte Shopping,4841
Rio Mar Shopping Fortaleza,4818
Bourbon Shopping SP,4481
Shopping Center Leste Aricanduva,3853
Passei das Águas Shopping,3351
Palladium Shopping Curitiba,3027
Shopping Eldorado,2906
Parque Dom Pedro Shopping,2195
Shopping SP Market,1880
Shopping Midway Mall,1585
Novo Shopping Ribeirão Preto,1249
Rio Mar Recife,945
Shopping Morumbi,790
