ID Loja,Valor Final
Shopping Midway Mall,12391
Shopping Morumbi,7450
Ribeirão Shopping,7215
Iguatemi Esplanada,7149
Shopping Ibirapuera,6604
Shopping Iguatemi Fortaleza,6142
Salvador Shopping,6045
Shopping SP Market,5864
Shopping Barra,5861
Bourbon Shopping SP,5582
Shopping Recife,5018
Palladium Shopping Curitiba,4653
Norte Shopping,4175
Rio Mar Recife,4101
Passei das Águas Shopping,3964
Shopping Vila Velha,3912
Parque Dom Pedro Shopping,3370
Rio Mar Shopping Fortaleza,3346
Shopping Center Leste Aricanduva,3268
Shopping União de Osasco,2662
Center Shopping Uberlândia,2383
Shopping Eldorado,1962
Novo Shopping Ribeirão Preto,1752
Shopping Center Interlagos,1048
Iguatemi Campinas,1039
