ID Loja,Valor Final
Shopping União de Osasco,11952
Norte Shopping,11397
Shopping Ibirapuera,7840
Shopping Eldorado,7552
Bourbon Shopping SP,7384
Passei das Águas Shopping,6931
Center Shopping Uberlândia,6244
Shopping Barra,5935
Shopping Midway Mall,5792
Shopping Iguatemi Fortaleza,5549
Shopping Recife,5381
Parque Dom Pedro Shopping,5271
Rio Mar Shopping Fortaleza,4838
Shopping Morumbi,4810
Ribeirão Shopping,4652
Novo Shopping Ribeirão Preto,4633
Shopping Vila Velha,3837
Rio Mar Recife,2104
Salvador Shopping,2055
Iguatemi Campinas,1948
Shopping Center Interlagos,1740
Shopping Center Leste Aricanduva,1418
Palladium Shopping Curitiba,1269
Shopping SP Market,749
Iguatemi Esplanada,160
