ID Loja,Valor Final
Palladium Shopping Curitiba,7663
Shopping Morumbi,6903
Ribeirão Shopping,6672
Salvador Shopping,6561
Norte Shopping,6299
Shopping SP Market,5908
Novo Shopping Ribeirão Preto,5626
Shopping Ibirapuera,5500
Iguatemi Campinas,5052
Parque Dom Pedro Shopping,4548
Shopping Midway Mall,4460
Passei das Águas Shopping,4242
Shopping Vila Velha,4135
Shopping Eldorado,3957
Rio Mar Shopping Fortaleza,3619
Iguatemi Esplanada,3199
Rio Mar Recife,3136
Shopping Barra,3129
Shopping União de Osasco,2433
Shopping Center Interlagos,2274
Bourbon Shopping SP,2137
Shopping Iguatemi Fortaleza,2051
Center Shopping Uberlândia,1848
Shopping Recife,1584
Shopping Center Leste Aricanduva,1176
