ID Loja,Valor Final
Norte Shopping,10529
Iguatemi Campinas,9443
Salvador Shopping,9291
Shopping Recife,6739
Center Shopping Uberlândia,6250
Shopping Midway Mall,6208
Bourbon Shopping SP,6101
Shopping Eldorado,5877
Shopping Ibirapuera,5413
Palladium Shopping Curitiba,5282
Rio Mar Shopping Fortaleza,5114
Novo Shopping Ribeirão Preto,3858
Passei das Águas Shopping,3670
Ribeirão Shopping,3531
Parque Dom Pedro Shopping,3310
Shopping Iguatemi Fortaleza,3085
Shopping SP Market,2957
Shopping Barra,2645
Shopping Vila Velha,2593
Rio Mar Recife,2553
Shopping Center Interlagos,2333
Shopping Morumbi,1949
Shopping Center Leste Aricanduva,1768
Iguatemi Esplanada,1415
Shopping União de Osasco,1375
