ID Loja,Valor Final
Norte Shopping,7922
Rio Mar Shopping Fortaleza,7800
Parque Dom Pedro Shopping,7705
Shopping Morumbi,6876
Palladium Shopping Curitiba,6663
Bourbon Shopping SP,6271
Shopping Recife,5874
Shopping União de Osasco,5810
Iguatemi Esplanada,5503
Shopping SP Market,5393
Center Shopping Uberlândia,5119
Rio Mar Recife,5068
Salvador Shopping,4928
Shopping Eldorado,4035
Shopping Center Leste Aricanduva,3887
Shopping Vila Velha,3486
Iguatemi Campinas,3442
Novo Shopping Ribeirão Preto,3353
Ribeirão Shopping,3279
Shopping Ibirapuera,3241
Shopping Iguatemi Fortaleza,2633
Passei das Águas Shopping,2379
Shopping Center Interlagos,1764
Shopping Barra,1512
Shopping Midway Mall,1480
