ID Loja,Valor Final
Shopping Vila Velha,10781
Norte Shopping,8159
Rio Mar Shopping Fortaleza,7694
Shopping Ibirapuera,7276
Shopping Center Interlagos,7042
Shopping Recife,6978
Palladium Shopping Curitiba,6618
Bourbon Shopping SP,6445
Shopping Center Leste Aricanduva,5716
Shopping União de Osasco,5321
Rio Mar Recife,5079
Ribeirão Shopping,4910
Salvador Shopping,4801
Passei das Águas Shopping,3809
Shopping Eldorado,3285
Iguatemi Esplanada,3177
Shopping Morumbi,2864
Iguatemi Campinas,2665
Shopping Midway Mall,2623
Novo Shopping Ribeirão Preto,2496
Shopping Barra,2241
Shopping SP Market,2237
Shopping Iguatemi Fortaleza,2105
Center Shopping Uberlândia,842
Parque Dom Pedro Shopping,342
