ID Loja,Valor Final
Shopping Vila Velha,14150
Shopping SP Market,9618
Center Shopping Uberlândia,7884
Bourbon Shopping SP,7118
Shopping Barra,7077
Shopping Eldorado,6178
Iguatemi Esplanada,6122
Shopping Center Interlagos,5329
Shopping Midway Mall,4950
Passei das Águas Shopping,4742
Rio Mar Shopping Fortaleza,4399
Salvador Shopping,4220
Palladium Shopping Curitiba,4120
Ribeirão Shopping,3749
Iguatemi Campinas,3650
Shopping Recife,3534
Norte Shopping,3507
Shopping União de Osasco,3382
Rio Mar Recife,3207
Shopping Morumbi,2747
Shopping Center Leste Aricanduva,2355
Shopping Iguatemi Fortaleza,2301
Parque Dom Pedro Shopping,2091
Shopping Ibirapuera,1905
Novo Shopping Ribeirão Preto,1507
